<<<<<<< Updated upstream
Type;Lat;Long;Depth;Phi;Delta-a;Delta-b;Depth_err;Seconds;Time_err;12P;12P_EC;14P;14P_EC;15P;15P_EC;16P;16P_EC;12S;12S_EC;14S;14S_EC;15S;15S_EC;16S;16S_EC;Latrad;Longrad;original_type;Year;Month;Day;Hour;Minute;R;G;B;zpos;ypos;xps
AI;-3,94;-21,2;0,0;0;0,0;0,0;0;17,7;0,0;42,4;2,0;;;;;;;56,29;2,0;;;;;;;-0,06876597252857658;-0,3700098014227979;12 LM;1969;11;20;22;17;0;0;0,0;9,301203024661207;-0,6871178905619879;3,6076988924386186
AI;-2,75;-27,86;0,0;0;0,0;0,0;0;41,0;0,0;68,8;0,0;;;;;;;89,04;2,0;;;;;;;-0,04799655442984406;-0,4862487296056202;13 S-IVB;1970;04;15;02;09;0;0;0,0;8,830739589299998;-0,47978128521343943;4,667745518377007
AI;-8,09;-26,02;0,0;0;0,0;0,0;0;55,4;0,0;90,8;0,0;;;;;;;;;;;;;;;-0,14119713648634125;-0,45413467136892455;14 S-IVB;1971;02;04;07;40;0;0;0,0;8,896979069713735;-1,407284380674135;4,3431916956296455
AI;-3,42;-19,67;0,0;0;0,0;0,0;0;25,7;0,0;46,8;1,0;44,5;1,0;;;;;;;;;;;;;-0,05969026041820607;-0,34330626386728463;14 LM;1971;02;07;00;45;0;0;0,0;9,399699067211307;-0,596548213901707;3,3600279276157186
AI;-1,51;-11,81;0,0;0;0,0;0,0;0;42,9;0,0;97,0;1,0;79,7;0,0;;;;;;;;;;;;;-0,026354471705114377;-0,20612338466053032;15 S-IVB;1971;07;29;20;58;0;0;0,0;9,78491774457834;-0,2635142102541466;2,045958208964701
AI;26,36;0,25;0,0;0;0,0;0,0;0;37,0;0,0;;;;;64,5;0,0;;;;;;;;;;;0,46006879082570523;0,004363323129985824;15 LM;1971;08;03;03;03;0;0;0,0;8,960134263653353;4,440097461062305;-0,039096209192908085
AI;1,3;-23,8;0,0;0;0,0;0,0;0;4,0;0,0;31,4;0,0;47,5;0,0;150,9;0,0;;;;;;;;;;;0,022689280275926284;-0,41538836197465046;16 S-IVB;1972;04;19;21;02;0;0;0,0;9,147241657612131;0,22687333572781357;4,0344142755523995
AI;-4,21;-12,31;0,0;0;0,0;0,0;0;42,3;0,0;98,0;0,0;74,5;0,0;196,5;1,0;164,2;0,0;;;;;;;;;-0,07347836150896127;-0,21485003092050198;17 S-IVB;1972;12;10;20;32;0;0;0,0;9,743720970571504;-0,7341226022432017;2,1262562527881768
M;74,1;2,6;0,0;16;2,7;1,1;0;19,72;1,7;318,0;2,0;315,0;1,0;215,0;1,0;;;542,0;2,0;;;350,0;1,0;;;1,293288975727798;0,04537856055185257;M;1972;01;04;06;31;0;0;0,0;2,736771967965984;9,617413095492113;-0,12427608785444459
M;1,5;-17,1;0,0;-52;0,3;0,2;0;39,49;1,0;84,9;0,0;72,1;0,0;173,5;0,0;181,0;0,0;;;97,5;2,0;;;;;0,026179938779914945;-0,2984513020910304;M;1972;05;13;08;45;0;0;0,0;9,55465488403622;0,26176948307873155;2,9393956495666784
M;32,8;137,6;0,0;-47;1,3;1,1;0;57,9;4,4;473,7;0,0;483,0;0,0;418,2;0,0;445,8;0,0;;;;;;;;;0,57246799465414;2,4015730507441972;M;1972;07;17;21;50;0;0;0,0;-6,207208975031476;5,417082102827397;-5,66796067660281
M;24,0;10,1;0,0;-7;0,7;0,3;0;15,72;2,3;193,4;1,0;174,7;0,0;52,6;0,0;;;285,0;2,0;;;82,0;1,0;;;0,4188790204786391;0,17627825445142728;M;1972;07;31;18;08;0;0;0,0;8,993884081003426;4,067366430758002;-1,60205476042989
M;15,8;22,9;0,0;20;2,9;1,6;0;33,57;3,5;;;210,0;2,0;132,0;2,0;145,0;2,0;;;344,0;2,0;190,0;2,0;;;0,27576202181510406;0,39968039870670147;M;1972;08;29;22;58;0;0;0,0;8,863811726119094;2,7228024704057434;-3,7442206653809893
M;28,7;41,1;0,0;39;4,1;2,4;0;16,32;4,5;295,0;2,0;280,0;2,0;155,0;1,0;192,0;2,0;;;;;255,0;2,0;;;0,5009094953223726;0,7173303225696694;M;1973;09;26;20;46;0;0;0,0;6,609852386663513;4,802234974431889;-5,766141749633096
M;-24,8;-25,1;0,0;59;5,2;1,8;0;19,35;4,5;119,0;1,0;113,0;1,0;250,9;1,0;190,0;2,0;;;;;;;;;-0,4328416544945937;-0,4380776422505767;M;1973;12;24;10;03;0;0;0,0;8,220549610044067;-4,194520824461771;3,850786823749257
M;7,4;-33,6;0,0;-5;2,2;0,9;0;3,27;1,8;70,9;1,0;97,0;1,0;168,3;1,0;209,2;0,0;;;;;;;;;0,1291543646475804;-0,5864306286700948;M;1974;04;19;18;30;0;0;0,0;8,259839749485502;1,2879559657756279;5,487824408911263
M;20,3;6,5;0,0;9;0,8;0,6;0;2,89;3,7;153,4;1,0;148,7;1,0;40,6;1,0;132,1;1,0;;;;;69,0;2,0;;;0,3543018381548489;0,11344640137963143;M;1974;07;17;12;05;0;0;0,0;9,318600491808807;3,4693565157325583;-1,0617204155542495
M;-7,3;19,9;0,0;52;1,0;0,7;0;40,79;2,2;222,9;1,0;193,0;1,0;182,7;2,0;70,5;0,0;;;;;;;;;-0,12740903539558607;0,34732052114687156;M;1974;11;21;13;15;0;0;0,0;9,326665676150226;-1,270646086013505;-3,376205842276183
M;1,6;-8,2;0,0;-85;1,3;0,5;0;15,17;3,8;95,1;1,0;66,6;1,0;;;128,1;1,0;;;109,3;2,0;208,2;2,0;;;0,027925268031909273;-0,143116998663535;M;1974;12;15;09;07;0;0;0,0;9,893903320419433;0,2792163872356888;1,4257332482944955
M;-52,4;4,2;0,0;-77;4,0;2,3;0;22,3;7,2;236,1;2,0;225,0;2,0;;;209,7;2,0;398,0;2,0;;;;;330,0;2,0;-0,9145525280450286;0,07330382858376185;M;1975;03;05;21;49;0;0;0,0;6,085066051672241;-7,922896433551907;-0,44685931790272193
M;2,0;43,2;0,0;-11;4,5;0,5;0;38,22;0,7;298,1;0,0;277,8;1,0;220,6;0,0;162,1;1,0;;;;;;;;;0,03490658503988659;0,7539822368615504;M;1975;04;12;18;12;0;0;0,0;7,285245594296596;0,3489949670250097;-6,841300983276008
M;-36,4;-121,3;0,0;-47;3,3;1,1;0;28,99;2,3;360,6;0,0;376,1;0,0;436,0;1,0;413,0;0,0;;;;;;;;;-0,635299847725936;-2,117084382669122;M;1975;05;04;09;59;0;0;0,0;-4,181577107596704;-5,934188866037014;6,877486124698873
M;-39,4;62,8;0,0;55;2,7;2,0;0;22,8;6,0;332,7;1,0;338,1;2,0;333,8;1,0;236,0;1,0;;;;;;;357,9;2,0;-0,6876597252857658;1,096066770252439;M;1976;01;13;07;11;0;0;0,0;3,532149146142963;-6,347305132022676;-6,872818924604383
M;-16,8;-10,0;0,0;67;2,0;0,6;0;56,38;5,4;163,7;2,0;126,5;1,0;;;169,0;1,0;216,0;2,0;169,0;2,0;373,0;2,0;;;-0,2932153143350474;-0,17453292519943295;M;1976;05;28;06;01;0;0;0,0;9,427756632793312;-2,890317969444716;1,662367861914649
M;23,8;-73,9;0,0;37;1,8;0,8;0;6,67;0,9;228,6;0,0;246,9;0,0;273,8;1,0;337,7;0,0;;;;;;;;;0,41538836197465046;-1,2897983172238097;M;1976;11;42;31;3;0;0;0,0;2,537317230754328;4,035452963523901;8,790741757650679
M;-20,5;-63,8;0,0;23;1,8;0,8;0;6,03;0,7;183,7;1,0;197,8;1,0;306,4;0,0;298,2;0,0;;;;;;;;;-0,35779249665883756;-1,1135200627723822;M;1977;04;71;23;32;0;0;0,0;4,135462537004248;-3,5020738125946744;8,404369614443013
M;-13,5;-75,3;0,0;-84;7,7;3,1;0;31,17;3,8;239,9;1,0;250,0;2,0;344,0;2,0;358,5;2,0;390,0;2,0;;;;;;;-0,23561944901923448;-1,31423292675173;M;1977;06;28;22;22;0;0;0,0;2,4674659237620555;-2,334453638559054;9,405420677699189
SH;12,8;51,0;;-20;2,9;109,0;109;3,0;2,5;;;278,0;2,0;186,0;1,0;170,0;2,0;;;460,0;2,0;322,0;2,0;285,0;2,0;0,2234021442552742;0,8901179185171081;SH;1972;09;17;14;35;0;0;;6,136813729835736;2,215484976194673;-7,5783338251594135
SH;48,0;38,2;10,0;58;3,2;110,0;110;33,4;7,4;;;302,0;2,0;167,0;2,0;280,0;2,0;;;507,0;2,0;278,0;2,0;430,0;2,0;0,8377580409572782;0,6667157742618339;SH;1972;12;06;23;08;0;0;2,125;5,258408994417452;7,431448254773942;-4,137959845630088
SH;21,9;82,6;2,0;-10;2,4;63,0;63;18,26;1,3;377,1;1,0;365,4;2,0;296,0;2,0;297,7;0,0;655,9;2,0;;;485,1;2,0;;;0,38222710618675815;1,4416419621473162;SH;1974;07;11;00;46;0;0;0,42500000000000004;1,1950122384720243;3,7298778257580887;-9,201084564051142
SH;26,1;-92,7;0,0;42;2,4;38,0;38;58,36;6,8;334,3;1,0;350,8;1,0;363,1;1,0;434,9;1,0;543,0;2,0;581,0;2,0;608,0;2,0;730,0;2,0;0,45553093477052004;-1,6179202165987436;SH;1975;01;03;01;41;0;0;0,0;-0,42302891733467435;4,3993916985591515;8,970306528639224
SH;64,1;59,9;0,0;59;1,8;14,0;14;51,74;0,6;;;360,0;2,0;260,0;2,0;350,0;2,0;612,9;2,0;;;400,0;0,0;567,6;0,0;1,1187560505283651;1,0454522219446034;SH;1975;01;12;03;13;0;0;0,0;2,1906078687685566;8,995577789551803;-3,778996877137051
SH;-17,0;-26,1;21,0;44;3,0;112,0;112;50,78;0,7;;;117,9;1,0;248,0;2,0;210,0;2,0;154,4;2,0;167,8;2,0;;;321,7;2,0;-0,29670597283903605;-0,45553093477052004;SH;1975;02;13;22;03;0;0;4,4625;8,587880416858319;-2,9237170472273677;4,207159204676413
SH;44,1;34,0;125,0;76;3,2;179,0;179;54,92;0,3;;;298,0;2,0;175,1;2,0;262,0;1,0;;;474,0;2,0;259,0;2,0;412,0;2,0;0,7696902001294994;0,5934119456780721;SH;1976;01;04;11;18;0;0;26,5625;5,9535368268553315;6,959127965923145;-4,015711295048957
SH;52,5;-25,8;185,0;-24;1,2;51,0;51;22,08;2,0;236,9;1,0;233,2;0,0;158,6;1,0;282,6;1,0;381,3;1,0;387,7;1,0;251,2;2,0;466,1;2,0;0,9162978572970231;-0,45029494701453704;SH;1976;03;06;10;12;0;0;39,3125;5,48079341842175;7,933533402912351;2,6495190600293457
DM;-17,4;-38,4;917,0;-25;1,1;0,6;11;58,84;0,8;192,4;0,0;194,8;0,0;251,0;0,0;239,7;1,0;290,5;1,0;300,6;2,0;396,8;0,0;377,8;2,0;-0,3036872898470133;-0,6702064327658225;A01;1973;09;30;04;10;0;0;194,8625;7,478319021746663;-2,9904079225608666;5,927242619099311
DM;49,7;54,7;860,0;74;1,0;0,7;11;25,31;2,6;259,4;0,0;258,2;0,0;191,6;0,0;235,2;0,0;444,7;0,0;433,3;1,0;316,9;1,0;377,9;1,0;0,8674286382411819;0,9546951008408983;A06;1976;07;02;10;52;0;0;182,75;3,7375240546344535;7,626683296956883;-5,278694519381445
DM;24,0;53,7;900,0;-75;0,8;0,7;12;24,18;0,6;251,2;0,0;242,0;0,0;191,4;0,0;198,8;1,0;426,1;1,0;408,2;0,0;314,5;1,0;332,4;1,0;0,4188790204786391;0,937241808320955;A07;1976;07;02;03;11;0;0;191,25;5,408309503565838;4,067366430758002;-7,362521214338356
DM;-28,0;-28,1;940,0;51;2,0;1,2;21;29,35;3,0;173,2;1,0;174,0;1,0;;;189,9;1,0;270,5;1,0;276,3;0,0;;;328,9;1,0;-0,4886921905584123;-0,4904375198104066;A08;1977;05;16;10;52;0;0;199,75;7,788717929464889;-4,694715627858908;4,158788067306329
DM;-37,8;-30,8;975,0;14;4,0;2,6;43;4,27;0,9;167,5;2,0;159,7;1,0;;;;0,0;277,1;0,0;277,7;1,0;377,1;2,0;320,3;2,0;-0,6597344572538565;-0,5375614096142535;A09;1977;04;16;19;58;0;0;207,1875;6,787114679894708;-6,129070536529763;4,045932362286903
DM;9,3;17,5;1200,0;-42;0,8;0,7;12;16,06;0,7;;;192,2;2,0;173,2;1,0;;0,0;329,3;0,0;319,8;0,0;299,4;0,0;296,4;0,0;0,16231562043547265;0,30543261909900765;A11;1977;06;18;05;01;0;0;255,0;9,411810246799572;1,6160382110336113;-2,9675323719747118
DM;-28,7;-33,9;880,0;50;1,7;1,3;22;12,96;1,3;149,7;1,0;152,5;1,0;;;191,0;1,0;254,8;1,0;260,5;1,0;370,1;1,0;319,7;1,0;-0,5009094953223726;-0,5916666164260777;A14;1973;05;28;18;53;0;0;187,0;7,280420916999111;-4,802234974431889;4,892239826670907
DM;6,8;5,1;1105,0;9;1,2;0,7;18;35,48;0,4;;;184,5;2,0;185,4;1,0;185,4;1,0;315,2;1,0;305,5;1,0;298,6;0,0;298,3;1,0;0,11868238913561441;0,0890117918517108;A16;1972;10;81;52;4;0;0;234,8125;9,890344226105812;1,1840396830650095;-0,8826897065575944
DM;23,1;-18,0;861,0;-47;2,6;0,4;15;7,94;0,6;143,0;0,0;141,9;1,0;133,3;2,0;178,0;1,0;246,2;1,0;243,9;1,0;228,9;0,0;;;0,40317105721069013;-0,3141592653589793;A17;1972;11;07;08;52;0;0;182,9625;8,748022288562037;3,9233711660356145;2,842404744638271
DM;18,6;34,7;882,0;-67;1,8;0,9;24;30,86;1,5;229,2;2,0;216,2;0,0;188,5;2,0;188,5;1,0;373,2;1,0;357,5;0,0;276,5;1,0;279,6;2,0;0,3246312408709453;0,6056292504420324;A18;1973;01;05;22;50;0;0;187,42499999999998;7,792021505665576;3,1895930929807;-5,395451487730659
DM;21,7;-41,0;1055,0;-1;2,4;0,8;13;7,15;1,2;;;179,9;2,0;174,3;0,0;204,5;0,0;279,2;0,0;284,1;1,0;;;357,3;1,0;0,3787364476827695;-0,7155849933176751;A20;1972;05;15;17;18;0;0;224,1875;7,012252530337722;3,697467572738293;6,09565812684086
DM;-36,8;-38,9;980,0;57;2,1;1,7;32;38,54;0,3;196,7;1,0;198,0;1,0;;;;2,0;315,8;2,0;319,7;0,0;417,8;2,0;368,0;1,0;-0,6422811647339133;-0,6789330790257941;A24;1977;06;12;18;17;0;0;208,25;6,231637032506996;-5,990235985155858;5,028297200567128
DM;34,4;59,3;898,0;87;2,0;1,7;26;7,55;1,8;241,3;2,0;242,1;1,0;179,2;0,0;200,7;;;;409,3;1,0;312,7;1,0;345,6;2,0;0,6003932626860493;1,0349802464326374;A25;1977;06;09;20;15;0;0;190,825;4,212558530192536;5,649670034249379;-7,09475715819835
DM;22,5;18,5;1059,0;-24;1,9;1,4;14;51,54;1,3;;;236,1;2,0;193,4;0,0;205,9;2,0;366,0;2,0;352,3;1,0;299,9;0,0;338,9;2,0;0,39269908169872414;0,32288591161895097;A27;1977;05;16;00;01;0;0;225,0375;8,761368152412981;3,826834323650898;-2,93151277623191
DM;11,8;-34,3;921,0;-37;1,5;1,0;23;45,93;0,5;;;181,0;0,0;201,7;1,0;;1,0;273,3;1,0;283,4;1,0;321,4;1,0;365,2;1,0;0,2059488517353309;-0,598647933434055;A30;1972;05;17;00;42;0;0;195,71249999999998;8,0864068039355;2,0449605184179034;5,5161727202271
DM;6,9;117,8;887,0;-9;1,5;1,3;30;46,79;1,1;369,9;2,0;349,1;0,0;318,0;0,0;311,8;;;;;;528,1;1,0;511,5;1,0;0,12042771838760874;2,05599785884932;A33;1972;10;11;19;35;0;0;188,48749999999998;-4,630087613752346;1,201368388346471;-8,781742576758836
DM;7,0;-9,3;932,0;-32;1,2;0,6;26;27,24;2,6;154,9;1,0;158,1;1,0;164,4;1,0;;1,0;249,8;1,0;256,5;1,0;265,2;0,0;279,3;1,0;0,12217304763960307;-0,16231562043547265;A34;1972;06;14;18;34;0;0;198,04999999999998;9,794998435448164;1,2186934340514748;1,6039925072667376
DM;-1,6;-10,9;886,0;-80;1,2;0,7;23;35,37;0,6;;;;;185,0;2,0;173,1;0,0;247,9;0,0;242,6;1,0;286,7;1,0;277,8;1,0;-0,027925268031909273;-0,19024088846738194;A40;1973;06;27;23;48;0;0;188,27499999999998;9,815758617633703;-0,2792163872356888;1,8902171752073202
DM;13,9;-26,8;953,0;-28;5,6;2,2;84;24,7;3,5;;;163,4;2,0;172,4;2,0;;2,0;247,3;2,0;270,1;2,0;284,1;1,0;325,6;2,0;0,2426007660272118;-0,4677482395344803;A41;1972;06;08;16;16;0;0;202,51250000000002;8,66447765194437;2,4022804247726373;4,376742599206718
DM;22,7;-53,5;1004,0;-53;1,8;1,4;24;35,84;2,2;195,8;1,0;205,6;0,0;229,9;2,0;245,6;1,0;318,9;1,0;331,9;1,0;352,5;1,0;418,0;1,0;0,3961897402027128;-0,9337511498169663;A42;1973;05;03;01;52;0;0;213,35;5,487466772546227;3,859060423243186;7,415885723901038
DM;51,9;57,1;956,0;-74;5,8;1,9;20;4,66;1,3;;;235,4;1,0;177,6;1,0;;2,0;434,9;2,0;411,4;0,0;307,4;1,0;376,2;2,0;0,905825881785057;0,9965830028887622;A44;1974;05;19;03;09;0;0;203,15;3,351581220794069;7,869350219613373;-5,1807557789854854
DM;9,4;-51,6;835,0;-13;2,4;1,5;30;26,01;3,7;174,2;2,0;174,2;1,0;;;;2,0;292,0;2,0;285,0;1,0;348,1;1,0;397,8;1,0;0,16406094968746698;-0,9005898940290741;A50;1973;04;30;01;05;0;0;177,4375;6,128071082665435;1,6332596224162228;7,73170148231193
DM;8,8;15,7;888,0;-28;1,1;0,5;22;27,4;1,2;;;181,2;2,0;149,0;2,0;;2,0;320,7;2,0;291,1;0,0;254,1;0,0;248,8;1,0;0,15358897417550102;0,27401669256310973;A51;1974;02;18;08;35;0;0;188,7;9,513593064029942;1,5298583628403808;-2,6741504074544307
DM;-3,4;18,7;1000,0;-3;2,8;2,3;25;21,53;2,1;;;180,6;1,0;173,8;1,0;156,0;2,0;310,3;2,0;295,2;2,0;301,1;2,0;251,8;1,0;-0,059341194567807204;0,32637657012293964;A97;1977;05;19;06;08;0;0;212,5;9,455430246648177;-0,5930637357596162;-3,200486565523693
=======
Type;Lat;Long;Depth;Phi;Delta-a;Delta-b;Depth_err;Seconds;Time_err;12P;12P_EC;14P;14P_EC;15P;15P_EC;16P;16P_EC;12S;12S_EC;14S;14S_EC;15S;15S_EC;16S;16S_EC;Latrad;Longrad;original_type;Year;Month;Day;Hour;Minute;hex;zpos;ypos;xps
AI;-3,94;-21,2;0,0;0;0,0;0,0;0;17,7;0,0;42,4;2,0;;;;;;;56,29;2,0;;;;;;;-0,06876597252857658;-0,3700098014227979;12 LM;1969;11;20;22;17;blue;9,301203024661207;-0,6871178905619879;3,6076988924386186
AI;-2,75;-27,86;0,0;0;0,0;0,0;0;41,0;0,0;68,8;0,0;;;;;;;89,04;2,0;;;;;;;-0,04799655442984406;-0,4862487296056202;13 S-IVB;1970;04;15;02;09;blue;8,830739589299998;-0,47978128521343943;4,667745518377007
AI;-8,09;-26,02;0,0;0;0,0;0,0;0;55,4;0,0;90,8;0,0;;;;;;;;;;;;;;;-0,14119713648634125;-0,45413467136892455;14 S-IVB;1971;02;04;07;40;blue;8,896979069713735;-1,407284380674135;4,3431916956296455
AI;-3,42;-19,67;0,0;0;0,0;0,0;0;25,7;0,0;46,8;1,0;44,5;1,0;;;;;;;;;;;;;-0,05969026041820607;-0,34330626386728463;14 LM;1971;02;07;00;45;blue;9,399699067211307;-0,596548213901707;3,3600279276157186
AI;-1,51;-11,81;0,0;0;0,0;0,0;0;42,9;0,0;97,0;1,0;79,7;0,0;;;;;;;;;;;;;-0,026354471705114377;-0,20612338466053032;15 S-IVB;1971;07;29;20;58;blue;9,78491774457834;-0,2635142102541466;2,045958208964701
AI;26,36;0,25;0,0;0;0,0;0,0;0;37,0;0,0;;;;;64,5;0,0;;;;;;;;;;;0,46006879082570523;0,004363323129985824;15 LM;1971;08;03;03;03;blue;8,960134263653353;4,440097461062305;-0,039096209192908085
AI;1,3;-23,8;0,0;0;0,0;0,0;0;4,0;0,0;31,4;0,0;47,5;0,0;150,9;0,0;;;;;;;;;;;0,022689280275926284;-0,41538836197465046;16 S-IVB;1972;04;19;21;02;blue;9,147241657612131;0,22687333572781357;4,0344142755523995
AI;-4,21;-12,31;0,0;0;0,0;0,0;0;42,3;0,0;98,0;0,0;74,5;0,0;196,5;1,0;164,2;0,0;;;;;;;;;-0,07347836150896127;-0,21485003092050198;17 S-IVB;1972;12;10;20;32;blue;9,743720970571504;-0,7341226022432017;2,1262562527881768
M;74,1;2,6;0,0;16;2,7;1,1;0;19,72;1,7;318,0;2,0;315,0;1,0;215,0;1,0;;;542,0;2,0;;;350,0;1,0;;;1,293288975727798;0,04537856055185257;M;1972;01;04;06;31;blue;2,736771967965984;9,617413095492113;-0,12427608785444459
M;1,5;-17,1;0,0;-52;0,3;0,2;0;39,49;1,0;84,9;0,0;72,1;0,0;173,5;0,0;181,0;0,0;;;97,5;2,0;;;;;0,026179938779914945;-0,2984513020910304;M;1972;05;13;08;45;blue;9,55465488403622;0,26176948307873155;2,9393956495666784
